essay_id,grade,essay_topic,essay_text,dyslexic_flag,richness_5,organization_6,technical_3,total_14
G5_005,5,මා වඩාත්ම කැමති ක්‍රීඩාව,"මා වඩාත්ම කැමති ක්‍රීඩාව වන්නේ පාපන්දුය. මා මෙම ක්‍රීඩාවට කැමති වන්නේ එය වේගවත් ක්‍රීඩාවක් බැවිනි. මෙහිදී කණ්ඩායම් දෙකක පිරිස ලෙස සිටින විසි දෙනෙකු විසින් සුපරික්ෂාකාරිව ක්‍රීඩා කරනු ලබති.
මෙම ක්‍රීඩාවේදී වටකුරු සම් ආවර්ණයකින් යුතු, සුළං පිරවු, රබර් බෝලයකට පද සහ හිස පමණක් භාවිතයෙන් පහර දීම සිදු කරයි. මෙම ක්‍රීඩාව කරනු ලබන්නේ සමාන්‍යයෙන් යාර 115 ක පමණ දිගින් හා යාර 75 ක් පළලින් යුතු විශේෂ ක්‍රීඩා පිටියකය. පාපන්දු ක්‍රීඩා පිටියේ පන්දු යැවෙන ගෝල් ප්‍රදේශය යාර 8ක් පළලින් යුතු අඩි 8 ක් උසැති හරස් යකඩ කණු ආවර්ණයකින් යුතු වෙයි.
මට වයස 14 ක් වූ කාලයේදී මම මේ ක්‍රීඩාව කෙරෙහි සිත් ඇත්තෙකු වීමි. පාසැලේ 16 න් පහළ පාපන්දු කණ්ඩායමේ මම ක්‍රීඩා කළෙමි. මෙම ක්‍රීඩාව පවත්වා ගෙන යන්නේ පැයක කාලයක් තුලය. ක්‍රම ක්‍රමයෙන් පාසැලේ 19 න් පහළ කණ්ඩායමට ඇතුලත් වුයේය. දදිස්ත්‍රික්ක පාපන්දු කණ්ඩායමට මා තෝරා ගැනීමෙන් පසුව ක්‍රීඩාව කෙරෙහි තිබු කැමැත්ත බෙහෙවින් වැඩි වූයේය. මම සෑම උදෑඝනකම හා හැන්දෑවකම පුහුණු වීම් කරන්න පටන් ගත්තෙමි. 2003 වර්ෂය මගේ ජීවිතයේ ප්‍රීතිමත්ම වසරයි. ඒ මා ලංකාවේ තරුණ පාපන්දු කණ්ඩායමට තෝරා ගත් වසරයි. මැලේසියාවේ පේහැන්ග් හි පැවැති පස්වන ආසියානු යොවුන් පාපන්දු තරඟාවලියට සහභාගී වීමට මට අවස්ථාව ලැබිණි.
මගේ ස්ථානය වූයේ වම්පස පිටත තීරුවයි. එය මට ලකුණු ලබා දීමට අවස්ථාව උදා කර දුන්නේය. ක්‍රිකට් ක්‍රීඩාවෙන් අපි ජත්‍යන්තර ජයග්‍රහණ හිමි කර ගත් ලෙසින්, පාපන්දු ජයග්‍රහණ ද ලබා ගැනීමට අපට හැකි නම් යැයි මම ප්‍රර්ථනා කරමි.
",FALSE,5,6,2,13
G5_006,5,බෝට්ටුවකින් ගමන්,"ගංගවක් ඔස්සේ බෝට්ටුවකින් ගමන් කිරීමේ අදහස පසු ගිය සතියේ පළමු වරට මා සිත තුල පිළිසිඳුණි. එ අපේ ගුරුතුමිය බෝට්ටු චාරිකාවක් පිළිබඳ කළ කතා බහ නිසාය.
මේ අතර තුර අප පාසැල් සුභසාධක සමිතියේ සංවිධායකයෝ ළමුන් ගාළු ප්‍රදේශයේ සංචාරයකට රැගෙන යාමට අදහස් කලහ. ඔවුන් ළමයින්ව බෝට්ටු චරිකාවක් රැගෙන යාමට සැලසුම් කර ඇති බව මට දැන ගන්නට ලැබුණි. මා එවැනි බෝට්ටු චාරිකාවක නිරත වී නැති හෙයින් මට මහා සතුටක් දැනුනි.මගේ මිතුරෝද නොදුරේ එන චාරිකාව පිළිබඳ බොහෝ සතුටට පත් වී සිටියහ.
නියමිත දිනයේදි අපි පෞද්ගලික බස් රථයකින් ගාළු බලා චාරිකාව ඇරඹුවෙමු. මර්ටින් වික්රමසිංහයන් විසින් රචනා කොට තිබු ජනප්‍රිය නව කතාව වු ""මඩොල්දූව "" කියවා තිබු ළමෝ සියළු දෙනාම මඩොල්දූවට යාමට ප්‍රිය කළහ. මෙය අපගේ චාරිකාවේ වැඩ සටහනට සංවිධයක වරුන් විසින් ඇතුළත් කර තිබුණි. මේ කුඩා දූපත බලා ගැනීමට අපි පුල පුල බලා සිටියෙමු.
මඩොල්දුවෙන් බෝට්ටු පැමිණෙනු දුටු මම බෙහෙවින් සතුටට පත් වුයෙමි. කුඩා ළමෝ ඔවුන්ගේ මව්පියන් හෝ ගුරුවරුන් සමඟ බෝට්ටු තුලට ගොඩ වුහ. බොට්ටුව පදවන්නා ඇංජිම පණගන්වද්දි මම උද්දාමයට පත් විමි.
පළමුව අපේ බෝට්ටුව ගාළු වරාය සමීපයේ තිබුණු කුඩා දූපතක් වූ මඩොල් දූව වටා එක් වටයක් රැගෙන ගියේය. මඩොල්දූව දුටු විට සැනෙකින් මගේ මතකයට නැගුණේ උපාලි සහ ජින්නාය. ඔවුන්ගේ වීර ක්‍රියාය. ජින්නා පොල් සම්බලයක් සහ කුම්බල කරවල හොද්දක් සමඟ බත් කෑ හැටිය. මඩොල් දූව චාරිකාව මා වඩාත්ම ප්‍රීතියට පත් වු අවස්ථාවකි. මගේ මිතුරන්ද සිටියේ ප්‍රීතියෙනි. අපගේ දෑත් වතුරට නොදමන්න යැයි අපේ ගුරුවරු අපට කිවේ අනතුරු ඇති විය හැකියි ඔවුන් තුල වූ බිය නිසාය.
මඩොල්දූව නරඹා අවසන් වී අපි ආපසු පැමිණි කළ තවත් බොට්ටුවක් අප වෙනුවෙන් සුදානම් කොට තිබෙනු දුටුවෙමු. එහි සිටි පදවන්නා වඩාත් හොඳ කර් යශූර පුද්ගලයෙකි. අපි බොහෝ වේගයෙන් ගියෙමු. කිසිඳු අභාග්‍යයකට මුහුණ නොපාම දිවා ආහාරය සඳහා ගං ඉවුරට පැමිණීමට අපට හැකි වුණි. ඒ ප්‍රීතිමත් ගමන මට කිසිදා අමතක නොවේ.
",FALSE,5,6,3,14
G5_007,5,මගේ ගම,"මගේ ගම කියන්නේ මාගේ ජීවිතයේ වැදගත් ස්ථානයකි. එය සුන්දර කඳු, ගඟවල් සහ උයන සමගින් වටවූ ගමක්. මම දිනපතා උදේ සහ සවස ගමනක් යාමෙන් මෙහි සුන්දර දසුන නැරඹීමට හැකි වේ. ගමේ මිතුරන්, පවුලේ අය සහ ගුරුහු සමඟ කටයුතු කිරීම මට සතුට සහ ආඩම්බරය ලබා දෙයි. ගමේ වටපිටාව පිරිසිදු, ආරක්ෂිත සහ සෞඛ්‍ය සම්පන්නය. අපි එක්ව ගස් වගා කිරීම, පරිසරය පිරිසිදු තබා ගැනීම සහ ජල සම්පත් ආරක්ෂා කිරීමේ වැඩසටහන් සිදු කරමු. මගේ ගම මට සාමය, ආරක්ෂාව සහ සතුට ලබා දෙයි. මම ගමේ සතුන්, ගස්, පක්ෂි සහ මිතුරන් ගැන කාරුණිකව සිතා ගැනීමට උත්සාහ කරනවා. මගේ ගමේ ජීවිතය මට ගෘහස්ථ හා සමාජීය වගකීම් ඉගැන්වයි. ගමේ සැම පුද්ගලයෙකුගේ සහය සහ ආදරය මගේ ජීවිතයට අගය සහ සතුට ලබා දෙයි. මගේ ගම මට නව දේවල් ඉගෙනීමට, අභියෝග ජය ගැනීමට සහ සතුටින් ජීවත් වීමට උදව් කරනවා. මම මගේ ගමට ආදරය සහ ගෞරවයෙන් හැසිරෙමි. එය මගේ ජීවිතයේ සතුට, ආරක්ෂාව සහ සමාජීය සම්බන්ධතා සඳහා වැදගත් ස්ථානයක් බවට පත්ව තිබේ",FALSE,5,6,3,14
G5_008,5,මගේ ආදරණීය ගුරුතුමිය,"මගේ ආදරණීය ගුරුතුමිය කියන්නේ මට ඉගෙනීමට සහ ජීවිත පාඩම් ඉගෙනීමට උපකාර කරන විශේෂ පුද්ගලයෙකි. ගුරුතුමිය අපට දැනුම ලබා දීමට සෑම දිනකම උත්සාහ කරන අතර, අපිව කතා කිරීමට, විමසීමට සහ නව දේවල් ඉගෙනීමට ප්‍රොත්සාහනය කරනවා. මගේ ගුරුතුමිය මට පාසලේ විෂයයන්, ආචාරධර්ම සහ සමාජ හැකියාවන් වර්ධනය කිරීමට උපකාර කරනවා. උදේ පාසලට යද්දී මම ගුරුතුමියගේ මෘදු ආචාර සහ සිහිනය සහිත නෙත් දෙසින් සතුට දැනෙයි. ගුරුතුමිය මට අධ්‍යාපනය, කුසලතා සහ නව හැකියාවන් වර්ධනය කිරීමට අවස්ථාව ලබා දෙනවා. ගුරුතුමිය මට නරක දේවල් වලින් බේරෙන්න සහ යහපත් ආචාර පිළිපදින්න උපදෙස් දෙනවා. මම ගුරුතුමියට ආදරය සහ ගෞරවයෙන් හැසිරෙමි. ගුරුතුමිය මගේ ජීවිතයට ආදර්ශයක් වන අතර මම ඇගේ උපදෙස් අනුගමනය කිරීමෙන් සතුට සහ ජයග්‍රහණ ලබා ගනිමි. මගේ ආදරණීය ගුරුතුමිය මට ඉගෙනුම, ආචාරධර්ම සහ සමාජය සමඟ සම්බන්ධ වීමේ වැදගත්කම පිළිබඳව මනෝබල ලබා දෙයි. මම ඇයගේ උපදෙස් අනුව ජීවිතය සතුටින් සහ ගෞරවයෙන් ජීවත් වීමට උත්සාහ කරනවා",FALSE,5,6,2,13
G5_009,5,මගේ සෙල්ලම් භාණ්ඩ,"මගේ සෙල්ලම් භාණ්ඩ කියන්නේ මට සතුට, විනෝද සහ නිර්මාණාත්මක හැකියාවන් වර්ධනය කිරීමට උපකාර කරන දේවල් වේ. මට රබර් බෝල, පසුවිල්, ලූගු, සහ ගොඩනැගිලි සෙල්ලම් කට්ටල ඇත. මම උදේ සහ සවස සමහර වෙලාවක් මෙම සෙල්ලම් භාණ්ඩ සමඟ කාලය ගත කරනවා. සෙල්ලම් කිරීම මට නිර්මාණාත්මකව සිතුවිලි සැලැස්වීමට සහ මිතුරන් සමඟ එකමුතුව කටයුතු කිරීමට උදව් කරනවා. මගේ සෙල්ලම් භාණ්ඩ මට ගැඹුරු අවබෝධය, අත්පොත කුසලතා සහ ගණිත හැකියාවන් වර්ධනය කිරීමට උපකාර කරනවා. මම සෙල්ලම් භාණ්ඩ පිරිසිදු තබා, ආරක්ෂිතව භාවිත කිරීමට කටයුතු කරනවා. මගේ මිතුරන් සමඟ එකට සෙල්ලම් කරන විට අපට හිනාව, සතුට සහ ආඩම්බරය ලබා දෙනවා. මගේ සෙල්ලම් භාණ්ඩ මට සෙල්ලම් වීමේදී නිහතමානීභාවය, සෙල්ලම් නියමයන් පිළිපැදීම සහ මිතුරන් සමඟ සහය දක්වීම පිළිබඳ වැදගත් පාඩම් ඉගැන්වයි. මම සෙල්ලම් භාණ්ඩ ආදරයෙන් සහ වගකීමෙන් භාවිත කරන නිසා මට ඒවා මගින් විනෝද සහ අධ්‍යාපනික වටිනාකමක් ලබා ගත හැක. මගේ සෙල්ලම් භාණ්ඩ මගේ ජීවිතයට සතුට, නිර්මාණාත්මක හැකියාවන් සහ සමාජීය සම්බන්ධතා සඳහා වැදගත් කාරක වේ",FALSE,5,6,2,13
G5_010,5,මගේ ගමන,"මගේ ගමන කියන්නේ මට නව දේවල් ඉගෙනීමට, විනෝද වීමට සහ සතුට ලබන්න උදව් කරන ක්‍රියාවලියක්. මම සමහර වෙලාවක් පාසල් ගමන, සෙල්ලම් පිටියට යාම, සහ ගමට ආසන්න ස්ථාන සංචාරය කිරීමට යමි. ගමන කරන විට මම නව දේවල් නරඹා, අලුත් අත්දැකීම් ලබා ගනියි. මගේ ගමන මට සාමය, සතුට සහ විනෝද ලබා දේ. මම මිතුරන් සහ පවුලේ අය සමඟ ගමන් කරන විට අපට එකට සෙල්ලම් කිරීම, කතා කිරීම සහ නව දේවල් සොයා බැලීමේ හැකියාව ලැබේ. ගමන මඟින් මට නව මිතුරන් හමුවීම, සමාජ හැකියාවන් වර්ධනය කිරීම සහ විවිධ ස්ථාන පිළිබඳ අවබෝධය ලබා දේ. මම ගමන කරන විට පරිසරය ආරක්ෂා කිරීමට සහ පිරිසිදු තබා ගැනීමට කටයුතු කරනවා. ගමන මඟින් මට ජීවිතයේ වැදගත් පාඩම්, වගකීම සහ ආදරය පිළිබඳව ඉගෙන ගැනීමට උදව් වනවා. මගේ ගමන මට සතුට, ආශිර්වාද සහ නව අත්දැකීම් ලබා දේ. මම සතුටින්, ආරක්ෂිතව සහ වගකීමෙන් ගමන කරන නිසා එය මාගේ ජීවිතයට වටිනාකමක් සපයනවා. මගේ ගමන මට ආරක්ෂිතව, සතුටින් සහ සමාජීය සම්බන්ධතා වර්ධනය කරමින් ජීවත් වීමට උපකාරී වේ",TRUE,5,6,2,13
G5_011,5,මගේ ආදරණීය පවුල,"මගේ ආදරණීය පවුල කියන්නේ මට ආදරය, ආරක්ෂාව සහ සතුට ලබා දෙන විශේෂ කට්ටලයකි. මගේ දෙමාපියන්, සහෝදර සහෝදරියන් මට ආදරය සහ සහය ලබා දෙන අතර, මම ඔවුන්ට ආදරයෙන් හැසිරෙමි. අපි එක්ව කතා කරමින්, ආහාර පිසීමේ සහ නිවසේ කටයුතු වලට සහභාගී වනවා. පවුලේ සෙල්ලම් සහ විනෝද ක්‍රියාකාරකම් මට සතුට සහ ආඩම්බරය ලබා දේ. මගේ පවුල මට නිදහස, ආරක්ෂාව සහ ආශිර්වාද ලබා දෙන නිසා මම සතුටින් ජීවත් වෙමි. පවුලේ අයගේ ආදරය සහ උපදෙස් මගේ ජීවිතයේ වැදගත් පාඩම් ඉගැන්වීමේදී මට උපකාර කරනවා. අපි එක්ව උදේ සහ සවස කාලය ගත කිරීම, ගමනක් යාම, ක්‍රීඩා කිරීම සහ කතාබහ කිරීම මගේ සමාජීය හැකියාවන් වර්ධනය කරනවා. මගේ ආදරණීය පවුල මට ජීවිතයේ සතුට, ආරක්ෂාව සහ සමාජීය සම්බන්ධතා වර්ධනය කිරීමේ වැදගත්කම පිළිබඳව මනෝබල ලබා දෙයි. මම පවුලේ සැමට ආදරය සහ ගෞරවයෙන් හැසිරෙමින්, ඔවුන්ගේ සතුට, ආරක්ෂාව සහ ආදරය රැක ගැනීමට උත්සාහ කරනවා. මගේ ආදරණීය පවුල මගේ ජීවිතයට අගය සහ ආශිර්වාද ලබා දෙන නිසා, එය මගේ සතුට, ආරක්ෂාව සහ ජීවිතයේ ආරම්භක ආශ්වාද සඳහා වැදගත් ස්ථානයක් බවට පත්ව ඇත.",FALSE,5,6,2,13
G6_001,6,හීනයක් ,"ඊළඟ ඉසව් ....... ශබ්ද විකාශන යන්ත්‍රයේ හඬ මට අපැහැදිලිය. යන්න දරුවා ඉක්මනට ආරම්භක ස්ථානයට යන්න. ගුරුතුමිය මට කීවාය. මම කඩිසර ගමනින් තරඟ ආරම්භ ක
ස්ථානයට ගියෙමි.
ආරම්භක නිලධාරී අපට මං තීරු නම් කළේය. මම තෙවෙනි මං තීරුවේ ආරම්භක ඉර පිටු පසට ගියෙමි. තවත් පාසල් කිහිපයක තරගකරුවෝද ආරම්භක රේඛාව පසු පස සිටිති.
තරඟය ආරම්භ කිරීමට පෙර තරඟ කොන්දේසි කියනවා යාන්තමින් මට ඇසිණි. ඒ සමගම සැරසෙන් විධානය ඇසුණි. මම ආරම්භක ඉර පිටුපසට ගොස් තරඟය සඳහා සූදානම් වුණෙමි. එල්ල වෙන් විධානය සමඟ ඇසුණු වෙඩි හඬට මම ඉදිරියට පැන් දුවන්නට වුණෙමි.
මා අසලින්ම කවුදෝ එනවා දැන් මා පරාද වෙයි මම දෙපයට වාරු ගෙන ඉගිලුණෙමි. මා අසලින්ම ආ නරඟ කරුවා මගේ ඇඟේ හැප්පෙනවා සේ දැනුණි. එවිටත් මම ජයග්රාහී ඉලක්කය පසු කර තිබුණි. මට දැනුණේ මා විසි වී ගොස් බිම වැටෙන බවයි.
අයියෝ අම්මේ........... මම කෑ ගැසුවද හඬ පිට නොවුණි. එහෙත් අම්මා මගේ හිස අතගානවා දැනී මම අවදි වුණෙමි.
ඇයි දුව බය වුණාද? දුව හීනයක් දැකලා අම්මා මා තුරුලු කර ගත්තාය
",FALSE,5,5,2,12
G6_002,6,සීගිරිය,"ඈතදීම සතුරන් දැක ගැනීමට කාශ්‍යප රජු තැනු බල කොටුවයි. මේ එහි තිබෙන චිත්‍ර අප රට සිටි නිර්මාණ කරුවන්ගේ දක්ශකම ලොවම කියා පායි. චිත්‍ර නරඹා වශී වූවන් කැටපත් පවුරේ ලියු කුරුටු ගී රැසකි. එය වටා ඇති දිය හා නල මාර්ග අද
ඉන්ජිනේරුවන් පවා විස්මයට පත් කරවයි. ඒ පව්ව මුදුනෙ වු රජ මාලිගාවේ නටඹුන් අද ද දැක ගත හැක.
සීගිරිය නැරඹීමට එන දෙසි විදෙස් සන්චාරකයන්ගේන් නිතරම මෙය අතුරු සිදුරු නැතිව පිරියයි.
",FALSE,4,4,2,10
G6_003,6,අලුත් පාරක්,"දිනක් අපේ ගමට මිනින්දෝරු කණ්ඩායමක් පැමිණ බිම් මැන කූඤ්ඤ ගසා බිම සලකුණු කළහ. ගම් වැසියෝ ගම හරහා අලුත් පාරක් ඉදි වන බව පැවසුහ. සමහරු පාර කැපෙනවාට කැමති වූ අතර සමහරු විරෝධතාවයද පෑහ.
බර වාහන පෙළක් ගමට පැමිණියේය. ඩෝසර, ගල් රෝල, ආදී නවීන යන්ත්‍ර සූත්‍ර රැසක් සමග වැඩ කරන මිනිස්සු ගමට පැමිණියහ. ගමේ බොහෝ දෙනෙක් ද පාරේ රැකියාවට ගියහ.
කෙමෙන් සති මාස ගණන් ගෙවි ගියේය. අලුත් පාර සදා නිම විය. අලුත් පාර මංතිරු හතරක් පමණ තිබේන ඉතා පුළුල් පාරක් විය. එය දක්ෂිණ අධිවේගී මාර්ගය ලෙස නම් කෙරුණි.
ශ්‍රි ලංකාවේ පළමු අධිවේගී මාර්ගය අපේ ගම හරහා ඉදි විය. එහෙත් ඒ පාර පදිකයින්ට හා යතුරු පැදි, පාපැදි, ත්‍රීරෝද රථවලට තහනම් ය. එම පාරට ඇතුළුවීමට හා ඉන් පිට වීමට ප්‍රවේශ දොරටු පිහිටුවා ඇත. කොළඹ කොට්ටාවෙන් ඇරඹෙන මෙම සුවිශේෂි පාර ගාල්ලෙන් අවසන් වෙයි.
පාරේ ගමන් ගන්නා වාහන වලට පැයට කිලෝමිටර සියයක උපරිම වේගයකින් ගමන් කිරීමට අවසර ඇත. පාර පරිහරණය කිරීම වෙනුවෙන් ගස්තු අය කෙරෙයි.
",FALSE,5,5,3,13
G6_004,6,ගොළුබෙල්ල,"රාත්‍රී කාලයට ගෙවත්තේ පැළ කා දැමීමට එන අමුත්තෙකු පිළිබඳව අපි පරික්ශාවෙන් සිටියෙමු.
ඉර බැස ගොස් කරුවල වැටෙනවාත් සමග මේ අමුත්තා සැඟවී සිටි තැනින් එළියට ආවේ ය.උ හිස මත වු සංවේදී ස්පර්ශක දිගු කොට අවට පරීක්ෂා කරන්නට විය. කරදරයක සේයාවක් නොදුටුවෙන් පැළ තවාන වෙත හෙමින් හෙමින් ලිස්සා යන්නට පටන් ගත්තේය. සාරු මතින් ලිස්සා යන මෙම ගමන ඉතා අසිරු ගමනක් විය.
ගොළුබෙල්ලා පැලැටි ආහාරයට ගන්නා අහිංසකයෙකි. උට ගොවියාගේ සතුරා යන නම පට බැදි තිබේ. ගොළුබෙල්ලගේ පරම සතුරා ඇටිකුකුළාය. දහවල් කාලයේ උණුසුම ගොළුබෙල්ලා විඩා පත් කරයි. එබැවින් උ දහවල් කාලයට සැගවී සිටි. උගට ආපදාවක් පැමිණෙන විට සැගවී සිටිමට බාහිර කටුවක් උගේ ශරීරයේ නිර්මාණය වී තිබේ.
හෙමින් වැඩ කරන විට "" ගොළුබෙලි ගමන "" යයි සමහරු කියති.
",FALSE,5,5,3,13
G6_005,6,නියගය,"සති ගණනවක් එක දිගට තදින් පායන්නට විය. මහ පොළොව වියළි ඉරි තලා ගොසිනි. දිය කඩිති සිඳි ගොසිනි. මහා ගංගා ගලා නොබසි, වාලුකා කාන්තාර සේ පෙනෙයි.
නියගයට අසු වූ ගහ කොළ වියලි ගොස් දර අකුල් බවට පත්ව තිබේ. ගොවි තැන් පාලු වී යාම නිසා මහ ජනතාව අසිරුතාවන්ට මුහුණ දෙති. ඔවුහු පානිය ජලය සොයා ගව් ගණන් දුර ඇවිද යති.
විඩාවට පත් ජනතාව වැසි ඉල්ලා දෙවියන්ට කන්නලව් කරති. පුද පූජා පවත්වති. රජයේ නිලධාරීහු පැමිණ ගමට නියං සහනාධාර බෙදති. වියලි ආහාරයන්ට අමතරව පැතිර යන රෝග වළක්වා ගැනීමට උපදෙස් සපයති.
නියං රකුසා කෝපයට පත්ව කරනු ලබන විනාශාය කවදා නිම වෙයිද ? නිල් අහස කළු වළාකුලින් පිරිණි. විදුලිය කොටා අහස ගුගුරන්නටද විය. විපතට පත් මිනිස්සු සතුටින් අහස දෙස බලා සිටිති. "" හැම දා නියං එක දා වැහි වලාවේ "" නියගය අවසාන කරමින් මහා වැසි පතිත විය.
",FALSE,5,5,3,13
G6_006,6,වෙල් යාය,"මම මහා වෙල් යායක, ගොයම් කරලේ එක් බිජයක් වෙමි. මගේ පිට හම දහයියා' ලෙස ගොවියෝ හඳුන්වති.
මෝල් ගසෙන් ගසා මගේ පිට හම ඇර ගන්නා ගෙවිලියෝ, මා හොදින් නහවා පිරිසිදු කොට සැලියක දමා තබති.
එ හැම වේදනාවක්ම මම මැදිහත් සිතින් විද දරා ගනිමි. තම්බා ගත් මා ඊළගට යන්නේ දීසියක් මතින් කෑම මේසයටය.
මිනිස්සු වෑංජන සමග රස කරමින් මා බුදිති. මිනිසාගේ කුස ගිනි නිවීමට මා උපන් නිසා මම එය කරදරයක් ලෙස නොසැලකමි.
විටක හාල් කියාද තවත් විටක බත් කියාද අමතන මම ඔබේ හිතාදර කුඩා වී ඇටය වෙමි.
",FALSE,5,6,3,14
G6_007,6,මගේ ආදරණීය උයන,"මගේ ආදරණීය උයන කියන්නේ මාට සතුට, සාමය සහ විනෝද ලබා දෙන ස්ථානයකි. එහි වගා කළ පැළ සහ මල් මට සුන්දර දසුනක් ලබා දෙයි. උයනේ පිටත ක්‍රීඩා කිරීමට, ගස් හා මල් නරඹා විනෝද වීමට සහ මිතුරන් සමඟ කාලය ගත කිරීමට මට අවස්ථාව ලැබේ. මම උයනේ පිටත ගොඩනැගිලි සහ ක්‍රීඩා පිටිය පිරිසිදු තබා, ආරක්ෂිතව භාවිත කිරීමට කටයුතු කරනවා. උයනේ වටපිටාව මාගේ ජීවිතයට සතුට, ආරක්ෂාව සහ සාමය ලබා දෙන අතර මම එය ආදරයෙන් රැක ගනිමි. මගේ උයන මට නව දේවල් සොයා බැලීමට, නිර්මාණාත්මක හැකියාවන් වර්ධනය කිරීමට සහ සමාජීය හැකියාවන් වර්ධනය කිරීමට උපකාරී වේ. මම උයනේ ක්‍රීඩා කිරීමේදී මිතුරන් සමඟ එකතු වී සෙල්ලම් කිරීම, කතා කිරීම සහ ගිවිසුම් පිළිපැදීමේ වැදගත් පාඩම් ඉගෙන ගනිමි. උයනේ වටපිටාව පිරිසිදු, ආරක්ෂිත සහ පරිසර හිතකාමීව පවත්වා ගැනීම මගේ වගකීමකි. මගේ ආදරණීය උයන මට සතුට, ආශිර්වාද සහ ජීවිතයේ සාමය ලබා දෙන නිසා මම එය ආදරයෙන් සහ ගෞරවයෙන් හැසිරෙමි. එය මාගේ දිනය සතුටින් පිරවීමට සහ මාගේ ජීවිතයට අගය එක් කිරීමට වැදගත් වේ.",FALSE,5,5,3,13
G6_008,6,මගේ හිතවත් මිතුරන්,"මගේ හිතවත් මිතුරන් කියන්නේ මා සමඟ සෙල්ලම් කරන, කතා කරන සහ දුකේදී මට ආධාර කරන අයයි. මගේ පාසලේ සහ ගමේ මිතුරන් මට විශේෂ ස්ථානයක් දක්වයි. අපි එක්ව ක්‍රීඩා කරනවා, කුඩා ගැටලු විසඳනවා සහ නව දේවල් ඉගෙනීමට උත්සාහ කරනවා. මිතුරන් සමඟ කාලය ගත කිරීම මට සතුට සහ ආඩම්බරය ලබා දෙයි. ඔවුන් මට විවිධ අභියෝග ජය ගැනීමට සහ නව දේවල් ඉගෙනීමට උදව් කරනවා. මගේ මිතුරන් සමඟ කටයුතු කිරීම මට සමාජීය හැකියාවන් වර්ධනය කිරීමට සහ එකිනෙකාට ආධාර දීමට ඉගෙනීමට උපකාරී වේ. මම මිතුරන්ගේ සුහද ආචාර සහ ආදරය පිළිගනිමි. අපි එකට කතා කිරීම, සෙල්ලම් කිරීම සහ ගමන් යාමෙන් සතුට ලබා ගනිමු. මගේ මිතුරන් මට විශ්වාස සහ ආරක්ෂාව ලබා දෙන නිසා මම විවෘතව කතා කරමි. මිතුරන්ගේ සහය සහ ආදරය මගේ ජීවිතයට සතුට, සාමය සහ ආඩම්බරය ලබා දෙයි. මම මගේ හිතවත් මිතුරන්ට ආදරයෙන් සහ වගකීමෙන් හැසිරෙමි. ඔවුන් මගේ ජීවිතයට සතුට, ආරක්ෂාව සහ සමාජීය සම්බන්ධතා වර්ධනය කිරීමේ වැදගත්කම සපයයි. මගේ මිතුරන් මට සතුටින් ජීවත් වීමට සහ නව අත්දැකීම් ලබා ගැනීමට අවස්ථාව ලබා දෙයි.",FALSE,5,5,3,13
G6_009,6,මගේ පාසල් ගුරුවරු,"මගේ පාසල් ගුරුවරු කියන්නේ මට නව දේවල් ඉගෙනීමට සහ ජීවිතයේ වැදගත් පාඩම් ලබා ගැනීමට උපකාර කරන පුද්ගලයෝ වෙති. අපගේ ගුරුවරු අපට දැනුම ලබා දීමට, නව විෂයයන් පිළිබඳව පැහැදිලි කිරීම සහ අපිව විවෘතව විමසීමට සහ කතා කිරීමට අවස්ථාව ලබා දෙනවා. මගේ ගුරුවරුන් මට ගණිත, විද්‍යාව, භාෂා සහ කලා විෂයයන් සාර්ථකව ඉගෙනීමට උපකාර කරනවා. මම උදේ පාසලට යද්දී ගුරුවරුන්ගේ මෘදු ආචාර සහ ආශිර්වාද පිළිබඳව සතුට දැනෙයි. ගුරුවරුන් මට නව හැකියාවන් වර්ධනය කිරීමට, අභියෝග ජය ගැනීමට සහ නිර්මාණාත්මකව සිතුවිලි සැලැස්වීමට උපකාර කරනවා. මගේ ගුරුවරුන් මට යහපත් ආචාර, වගකීම් සහ සමාජීය හැකියාවන් ඉගැන්වීමට උපකාර කරන නිසා මම ඔවුන්ට ආදරය සහ ගෞරවයෙන් හැසිරෙමි. පාසල් ගුරුවරුන් මගේ ජීවිතයට ආශිර්වාද, දැනුම සහ සතුට ලබා දෙන මූලික පුද්ගලයෝ වේ. මම ඔවුන්ගේ උපදෙස් අනුව ජීවිතයේ සාර්ථක වීමට, සාමයෙන් සහ සතුටින් ජීවත් වීමට උත්සාහ කරනවා. මගේ ගුරුවරුන් මට ජීවිතයේ වැදගත් ආදර්ශයක් ලබා දෙන අතර මම ඒවා පිළිපැදීමෙන් සතුට සහ ජයග්‍රහණ ලබා ගනිමි.",FALSE,5,5,3,13
